date,hour,region,avg_latency,max_latency,avg_loss,avg_bandwidth,avg_jitter,health_score,breach_count
2025-03-08,13,us-west-2,27.19,27.19,0.03,960.7,0.89,92.6,0
2025-03-08,14,ap-southeast-1,60.88,60.88,0.74,982.1,0.61,79.3,1
2025-03-08,14,eu-central-1,38.55,38.55,0.23,1000.0,1.67,88.3,0
2025-03-08,14,eu-west-1,29.87,29.87,0.0,1000.0,2.95,92.0,0
2025-03-08,14,us-east-1,17.37,17.37,0.39,1000.0,3.44,93.0,0
2025-03-08,14,us-west-2,22.87,22.87,0.19,1000.0,0.11,92.7,0
2025-03-08,15,ap-southeast-1,45.76,45.76,0.06,1000.0,16.36,87.4,0
2025-03-08,15,eu-central-1,29.45,29.45,0.22,1000.0,0.4,90.8,0
2025-03-08,15,eu-west-1,29.67,29.67,0.17,1000.0,2.12,91.0,0
2025-03-08,15,us-east-1,22.2,22.2,0.06,972.3,1.61,93.8,0
2025-03-08,15,us-west-2,20.01,20.01,0.37,1000.0,0.1,92.4,0
2025-03-08,16,ap-southeast-1,61.77,61.77,1.78,888.2,1.42,72.8,1
2025-03-08,16,eu-central-1,34.14,34.14,0.15,1000.0,5.06,90.0,0
2025-03-08,16,eu-west-1,32.13,32.13,0.13,1000.0,5.95,90.6,0
2025-03-08,16,us-east-1,20.01,20.01,0.56,1000.0,0.15,91.3,0
2025-03-08,16,us-west-2,18.51,18.51,0.06,999.8,0.82,94.7,0
2025-03-08,17,ap-southeast-1,62.59,62.59,0.04,1000.0,3.03,83.1,1
2025-03-08,17,eu-central-1,31.86,31.86,1.7,1000.0,0.84,81.3,0
2025-03-08,17,eu-west-1,26.89,26.89,0.39,1000.0,0.33,90.5,0
2025-03-08,17,us-east-1,22.92,22.92,0.08,1000.0,7.91,93.4,0
2025-03-08,17,us-west-2,27.12,27.12,0.24,1000.0,1.89,91.3,0
2025-03-08,18,ap-southeast-1,49.73,49.73,0.0,1000.0,0.5,86.7,0
2025-03-08,18,eu-central-1,34.26,34.26,0.04,1000.0,3.82,90.6,0
2025-03-08,18,eu-west-1,30.51,30.51,0.48,903.7,1.91,89.0,0
2025-03-08,18,us-east-1,22.17,22.17,0.08,1000.0,7.15,93.6,0
2025-03-08,18,us-west-2,23.3,23.3,0.18,889.1,2.03,92.7,0
2025-03-08,19,ap-southeast-1,45.19,45.19,0.66,716.2,2.35,84.0,0
2025-03-08,19,eu-central-1,25.25,25.25,0.27,818.7,2.78,91.7,0
2025-03-08,19,eu-west-1,27.07,27.07,0.11,832.8,5.29,92.1,0
2025-03-08,19,us-east-1,17.8,17.8,0.23,897.4,3.84,93.9,0
2025-03-08,19,us-west-2,18.14,18.14,0.66,876.9,1.7,91.2,0
2025-03-08,20,ap-southeast-1,38.69,38.69,0.08,827.5,3.24,89.2,0
2025-03-08,20,eu-central-1,28.46,28.46,0.34,960.4,2.28,90.4,0
2025-03-08,20,eu-west-1,26.67,26.67,0.5,981.6,1.32,89.9,0
2025-03-08,20,us-east-1,15.71,15.71,0.27,706.5,11.87,94.2,0
2025-03-08,20,us-west-2,19.96,19.96,0.17,858.4,1.32,93.7,0
2025-03-08,21,ap-southeast-1,55.0,55.0,0.39,946.0,0.94,83.0,1
2025-03-08,21,eu-central-1,32.65,32.65,0.82,978.1,0.53,86.4,0
2025-03-08,21,eu-west-1,21.9,21.9,0.1,587.0,1.64,93.5,0
2025-03-08,21,us-east-1,13.91,13.91,0.26,903.4,1.97,94.7,0
2025-03-08,21,us-west-2,118.51,118.51,0.23,850.8,0.73,67.0,1
2025-03-08,22,ap-southeast-1,34.8,34.8,0.5,920.7,4.41,87.7,0
2025-03-08,22,eu-central-1,24.06,24.06,0.46,712.4,0.62,90.9,0
2025-03-08,22,eu-west-1,25.56,25.56,0.18,1000.0,0.18,92.1,0
2025-03-08,22,us-east-1,16.79,16.79,0.03,993.6,8.23,95.3,0
2025-03-08,22,us-west-2,18.33,18.33,0.93,781.7,1.28,89.5,0
2025-03-08,23,ap-southeast-1,48.61,48.61,0.59,711.1,2.31,83.5,0
2025-03-08,23,eu-central-1,22.42,22.42,0.31,666.3,0.12,92.2,0
2025-03-08,23,eu-west-1,26.37,26.37,0.39,984.7,0.81,90.6,0
2025-03-08,23,us-east-1,20.31,20.31,0.63,776.8,0.2,90.8,0
2025-03-08,23,us-west-2,24.4,24.4,0.11,859.9,0.37,92.9,0
2025-03-09,0,ap-southeast-1,40.97,40.97,1.43,894.9,1.23,80.5,0
2025-03-09,0,eu-central-1,22.58,22.58,0.04,762.8,0.69,93.8,0
2025-03-09,0,eu-west-1,25.03,25.03,0.35,794.8,0.98,91.2,0
2025-03-09,0,us-east-1,18.58,18.58,0.09,833.9,1.14,94.5,0
2025-03-09,0,us-west-2,23.39,23.39,0.1,796.0,0.31,93.2,0
2025-03-09,1,ap-southeast-1,37.52,37.52,0.1,917.0,2.04,89.4,0
2025-03-09,1,eu-central-1,23.08,23.08,0.14,975.4,1.06,93.0,0
2025-03-09,1,eu-west-1,17.21,17.21,1.31,915.2,7.26,87.5,0
2025-03-09,1,us-east-1,14.64,14.64,0.04,851.8,0.64,95.8,0
2025-03-09,1,us-west-2,26.43,26.43,0.48,1000.0,0.89,90.1,0
2025-03-09,2,ap-southeast-1,32.35,32.35,0.37,863.0,2.15,89.1,0
2025-03-09,2,eu-central-1,30.5,30.5,0.04,995.8,4.48,91.6,0
2025-03-09,2,eu-west-1,25.6,25.6,0.08,850.4,0.83,92.7,0
2025-03-09,2,us-east-1,18.47,18.47,0.66,755.8,0.54,91.1,0
2025-03-09,2,us-west-2,21.59,21.59,0.1,1000.0,13.43,93.7,0
2025-03-09,3,ap-southeast-1,43.55,43.55,0.04,980.7,0.45,88.2,0
2025-03-09,3,eu-central-1,22.1,22.1,0.64,739.0,1.14,90.3,0
2025-03-09,3,eu-west-1,33.3,33.3,0.33,997.6,1.54,89.2,0
2025-03-09,3,us-east-1,19.04,19.04,0.94,927.8,0.38,89.3,0
2025-03-09,3,us-west-2,16.85,16.85,0.54,803.4,0.99,92.3,0
2025-03-09,4,ap-southeast-1,36.46,36.46,0.16,779.3,1.29,89.3,0
2025-03-09,4,eu-central-1,26.75,26.75,0.42,886.9,3.51,90.4,0
2025-03-09,4,eu-west-1,23.65,23.65,0.28,967.9,2.78,92.0,0
2025-03-09,4,us-east-1,15.61,15.61,0.59,835.5,2.43,92.3,0
2025-03-09,4,us-west-2,25.28,25.28,0.03,652.6,6.89,93.1,0
2025-03-09,5,ap-southeast-1,45.38,45.38,0.56,899.5,1.05,84.5,0
2025-03-09,5,eu-central-1,30.6,30.6,0.42,1000.0,1.45,89.3,0
2025-03-09,5,eu-west-1,22.27,22.27,0.74,682.0,0.44,89.6,0
2025-03-09,5,us-east-1,18.42,18.42,0.5,900.3,3.8,92.1,0
2025-03-09,5,us-west-2,21.18,21.18,0.04,888.1,1.25,94.1,0
2025-03-09,6,ap-southeast-1,56.94,56.94,0.14,710.2,1.28,84.0,1
2025-03-09,6,eu-central-1,29.75,29.75,0.32,899.8,3.84,90.2,0
2025-03-09,6,eu-west-1,26.4,26.4,0.05,920.5,1.67,92.7,0
2025-03-09,6,us-east-1,18.16,18.16,0.32,743.5,2.16,93.2,0
2025-03-09,6,us-west-2,26.21,26.21,0.7,883.8,1.45,88.8,0
2025-03-09,7,ap-southeast-1,46.35,46.35,0.27,657.9,3.58,86.0,0
2025-03-09,7,eu-central-1,26.38,26.38,0.21,1000.0,9.35,91.7,0
2025-03-09,7,eu-west-1,26.17,26.17,0.42,825.3,3.35,90.5,0
2025-03-09,7,us-east-1,14.91,14.91,0.24,797.5,0.4,94.6,0
2025-03-09,7,us-west-2,24.69,24.69,0.23,862.6,3.99,92.0,0
2025-03-09,8,ap-southeast-1,67.25,67.25,0.23,1000.0,1.65,80.7,1
2025-03-09,8,eu-central-1,33.12,33.12,0.05,1000.0,0.69,90.8,0
2025-03-09,8,eu-west-1,33.89,33.89,0.28,1000.0,5.04,89.3,0
2025-03-09,8,us-east-1,21.81,21.81,0.03,1000.0,4.17,94.0,0
2025-03-09,8,us-west-2,29.08,29.08,0.42,1000.0,0.25,89.7,0
2025-03-09,9,ap-southeast-1,44.13,44.13,0.34,1000.0,7.05,86.2,0
2025-03-09,9,eu-central-1,32.72,32.72,0.13,963.0,4.96,90.5,0
2025-03-09,9,eu-west-1,23.33,23.33,0.11,991.4,2.46,93.1,0
2025-03-09,9,us-east-1,22.44,22.44,0.17,1000.0,2.53,93.0,0
2025-03-09,9,us-west-2,34.29,34.29,0.08,1000.0,0.5,90.4,0
2025-03-09,10,ap-southeast-1,41.81,41.81,1.19,1000.0,0.87,81.7,0
2025-03-09,10,eu-central-1,31.12,31.12,0.05,1000.0,2.43,91.4,0
2025-03-09,10,eu-west-1,31.9,31.9,0.21,1000.0,2.76,90.2,0
2025-03-09,10,us-east-1,24.06,24.06,0.15,1000.0,1.23,92.7,0
2025-03-09,10,us-west-2,26.37,26.37,0.06,1000.0,9.11,92.6,0
2025-03-09,11,ap-southeast-1,43.78,43.78,0.02,938.8,1.34,88.2,0
2025-03-09,11,eu-central-1,31.18,31.18,0.43,1000.0,4.25,89.1,0
2025-03-09,11,eu-west-1,31.3,31.3,0.13,1000.0,0.34,90.8,0
2025-03-09,11,us-east-1,23.97,23.97,0.1,1000.0,2.8,93.0,0
2025-03-09,11,us-west-2,30.78,30.78,0.6,1000.0,1.76,88.2,0
2025-03-09,12,ap-southeast-1,51.24,51.24,0.28,1000.0,3.87,84.6,1
2025-03-09,12,eu-central-1,43.0,43.0,0.06,1000.0,2.64,88.2,0
2025-03-09,12,eu-west-1,28.14,28.14,0.29,989.6,7.29,90.8,0
2025-03-09,12,us-east-1,16.42,16.42,0.42,1000.0,0.75,93.1,0
2025-03-09,12,us-west-2,23.76,23.76,0.15,1000.0,0.11,92.8,0
2025-03-09,13,ap-southeast-1,72.89,72.89,0.66,869.7,1.97,76.6,1
2025-03-09,13,eu-central-1,36.11,36.11,0.4,1000.0,1.38,88.0,0
2025-03-09,13,eu-west-1,30.21,30.21,0.72,896.8,0.36,87.6,0
2025-03-09,13,us-east-1,17.79,17.79,0.23,1000.0,1.06,93.9,0
2025-03-09,13,us-west-2,27.35,27.35,0.2,1000.0,0.12,91.5,0
2025-03-09,14,ap-southeast-1,38.85,38.85,0.22,1000.0,1.98,88.3,0
2025-03-09,14,eu-central-1,44.18,44.18,0.39,1000.0,0.65,85.9,0
2025-03-09,14,eu-west-1,33.19,33.19,0.28,1000.0,3.73,89.5,0
2025-03-09,14,us-east-1,22.3,22.3,0.03,883.7,6.24,93.9,0
2025-03-09,14,us-west-2,23.39,23.39,0.01,957.5,5.94,93.7,0
2025-03-09,15,ap-southeast-1,56.56,56.56,0.03,1000.0,0.14,84.8,1
2025-03-09,15,eu-central-1,29.8,29.8,0.2,647.0,0.18,90.8,0
2025-03-09,15,eu-west-1,32.51,32.51,0.33,1000.0,0.77,89.4,0
2025-03-09,15,us-east-1,22.3,22.3,0.08,830.3,0.86,93.6,0
2025-03-09,15,us-west-2,27.12,27.12,0.16,1000.0,5.17,91.8,0
2025-03-09,16,ap-southeast-1,46.32,46.32,0.27,877.6,1.27,86.0,0
2025-03-09,16,eu-central-1,31.79,31.79,0.05,900.2,1.92,91.2,0
2025-03-09,16,eu-west-1,23.82,23.82,0.24,1000.0,6.78,92.2,0
2025-03-09,16,us-east-1,22.3,22.3,0.38,867.0,1.59,91.8,0
2025-03-09,16,us-west-2,26.72,26.72,0.49,1000.0,1.53,90.0,0
2025-03-09,17,ap-southeast-1,50.01,50.01,0.13,1000.0,0.79,85.9,1
2025-03-09,17,eu-central-1,25.77,25.77,0.12,763.8,11.6,92.4,0
2025-03-09,17,eu-west-1,32.29,32.29,0.06,1000.0,3.18,91.0,0
2025-03-09,17,us-east-1,32.66,32.66,0.03,1000.0,5.52,91.1,0
2025-03-09,17,us-west-2,17.48,17.48,0.57,957.4,0.45,91.9,0
2025-03-09,18,ap-southeast-1,41.98,41.98,0.06,1000.0,18.29,88.5,0
2025-03-09,18,eu-central-1,28.29,28.29,0.13,1000.0,3.35,91.7,0
2025-03-09,18,eu-west-1,28.47,28.47,0.09,1000.0,3.5,91.9,0
2025-03-09,18,us-east-1,22.47,22.47,0.63,1000.0,3.08,90.2,0
2025-03-09,18,us-west-2,22.98,22.98,0.4,929.0,4.43,91.5,0
2025-03-09,19,ap-southeast-1,50.93,50.93,0.57,992.7,0.92,83.0,1
2025-03-09,19,eu-central-1,35.99,35.99,0.36,878.9,0.99,88.2,0
2025-03-09,19,eu-west-1,25.27,25.27,0.2,966.3,0.62,92.0,0
2025-03-09,19,us-east-1,21.07,21.07,0.2,1000.0,0.16,93.2,0
2025-03-09,19,us-west-2,22.76,22.76,0.35,739.9,0.98,91.8,0
2025-03-09,20,ap-southeast-1,44.7,44.7,0.22,750.6,5.4,86.8,0
2025-03-09,20,eu-central-1,25.81,25.81,0.04,884.0,4.39,92.9,0
2025-03-09,20,eu-west-1,25.27,25.27,0.11,889.2,1.46,92.6,0
2025-03-09,20,us-east-1,20.58,20.58,0.2,782.3,0.4,93.3,0
2025-03-09,20,us-west-2,14.55,14.55,0.21,702.1,1.36,94.8,0
2025-03-09,21,ap-southeast-1,52.34,52.34,0.81,936.0,2.82,81.2,1
2025-03-09,21,eu-central-1,36.06,36.06,0.53,734.9,3.66,87.2,0
2025-03-09,21,eu-west-1,24.44,24.44,0.06,683.3,2.4,93.1,0
2025-03-09,21,us-east-1,19.76,19.76,0.27,872.1,0.1,93.1,0
2025-03-09,21,us-west-2,21.68,21.68,0.23,930.3,2.87,92.8,0
2025-03-09,22,ap-southeast-1,46.18,46.18,0.49,680.1,1.04,84.7,0
2025-03-09,22,eu-central-1,22.78,22.78,0.43,930.9,0.83,91.4,0
2025-03-09,22,eu-west-1,29.47,29.47,0.21,826.5,3.67,90.9,0
2025-03-09,22,us-east-1,17.15,17.15,0.52,1000.0,2.49,92.3,0
2025-03-09,22,us-west-2,25.33,25.33,0.41,829.0,1.09,90.8,0
2025-03-09,23,ap-southeast-1,31.96,31.96,0.35,685.4,1.96,89.4,0
2025-03-09,23,eu-central-1,23.58,23.58,0.06,936.0,0.1,93.3,0
2025-03-09,23,eu-west-1,24.69,24.69,0.12,977.2,0.27,92.7,0
2025-03-09,23,us-east-1,20.05,20.05,0.13,1000.0,1.48,93.9,0
2025-03-09,23,us-west-2,26.29,26.29,0.08,943.1,2.48,92.5,0
2025-03-10,0,ap-southeast-1,52.4,52.4,0.0,841.9,4.59,86.0,1
2025-03-10,0,eu-central-1,26.57,26.57,0.38,699.4,0.31,90.6,0
2025-03-10,0,eu-west-1,20.8,20.8,0.09,843.8,8.2,93.9,0
2025-03-10,0,us-east-1,15.91,15.91,0.34,1000.0,0.36,93.7,0
2025-03-10,0,us-west-2,19.42,19.42,0.08,990.3,5.41,94.3,0
2025-03-10,1,ap-southeast-1,31.41,31.41,0.17,916.2,5.37,90.6,0
2025-03-10,1,eu-central-1,27.73,27.73,0.33,674.1,5.25,90.6,0
2025-03-10,1,eu-west-1,23.52,23.52,0.19,910.4,5.52,92.6,0
2025-03-10,1,us-east-1,17.36,17.36,0.25,995.0,7.92,93.9,0
2025-03-10,1,us-west-2,26.5,26.5,0.9,959.3,3.99,87.5,0
2025-03-10,2,ap-southeast-1,32.38,32.38,0.07,947.4,0.44,91.0,0
2025-03-10,2,eu-central-1,31.88,31.88,0.41,850.0,4.53,89.0,0
2025-03-10,2,eu-west-1,25.67,25.67,0.04,811.8,0.79,92.9,0
2025-03-10,2,us-east-1,16.69,16.69,0.09,972.9,1.89,95.0,0
2025-03-10,2,us-west-2,25.99,25.99,0.01,926.1,1.2,93.0,0
2025-03-10,3,ap-southeast-1,38.81,38.81,0.72,949.0,1.04,85.3,0
2025-03-10,3,eu-central-1,29.89,29.89,0.06,1000.0,0.87,91.7,0
2025-03-10,3,eu-west-1,29.61,29.61,0.79,726.4,4.33,87.4,0
2025-03-10,3,us-east-1,18.22,18.22,0.63,921.1,0.69,91.3,0
2025-03-10,3,us-west-2,46.93,46.93,0.04,884.5,0.85,87.2,0
2025-03-10,4,ap-southeast-1,38.9,38.9,0.06,909.4,1.02,89.3,0
2025-03-10,4,eu-central-1,26.25,26.25,0.05,1000.0,0.84,92.7,0
2025-03-10,4,eu-west-1,27.26,27.26,0.61,835.2,1.83,89.1,0
2025-03-10,4,us-east-1,24.25,24.25,0.48,943.4,1.74,90.7,0
2025-03-10,4,us-west-2,22.38,22.38,0.25,827.2,0.84,92.5,0
2025-03-10,5,ap-southeast-1,54.42,54.42,0.1,656.3,0.11,84.9,1
2025-03-10,5,eu-central-1,27.44,27.44,0.08,917.6,3.94,92.2,0
2025-03-10,5,eu-west-1,21.81,21.81,0.37,887.1,1.55,92.0,0
2025-03-10,5,us-east-1,12.96,12.96,0.32,783.9,2.85,94.6,0
2025-03-10,5,us-west-2,118.51,118.51,0.4,835.2,1.07,66.0,1
2025-03-10,6,ap-southeast-1,43.84,43.84,0.22,842.7,2.28,87.0,0
2025-03-10,6,eu-central-1,26.66,26.66,0.14,762.4,6.94,92.1,0
2025-03-10,6,eu-west-1,34.32,34.32,0.03,771.3,0.94,90.6,0
2025-03-10,6,us-east-1,19.85,19.85,0.57,751.8,0.2,91.3,0
2025-03-10,6,us-west-2,27.01,27.01,0.23,920.1,1.7,91.4,0
2025-03-10,7,ap-southeast-1,53.42,53.42,0.09,966.2,4.82,85.2,1
2025-03-10,7,eu-central-1,24.16,24.16,0.47,956.4,3.78,90.7,0
2025-03-10,7,eu-west-1,25.99,25.99,0.45,821.7,2.17,90.4,0
2025-03-10,7,us-east-1,13.65,13.65,0.61,849.6,0.8,92.7,0
2025-03-10,7,us-west-2,22.95,22.95,0.13,734.6,1.35,93.1,0
2025-03-10,8,ap-southeast-1,47.34,47.34,0.08,1000.0,1.2,86.9,0
2025-03-10,8,eu-central-1,27.91,27.91,0.44,1000.0,2.33,89.9,0
2025-03-10,8,eu-west-1,34.25,34.25,0.55,958.4,3.27,87.6,0
2025-03-10,8,us-east-1,19.23,19.23,0.41,1000.0,4.11,92.4,0
2025-03-10,8,us-west-2,30.59,30.59,1.26,1000.0,0.36,84.3,0
2025-03-10,9,ap-southeast-1,54.22,54.22,0.3,1000.0,3.37,83.7,1
2025-03-10,9,eu-central-1,37.16,37.16,4.7,985.3,0.69,61.9,0
2025-03-10,9,eu-west-1,28.1,28.1,0.48,1000.0,1.32,89.6,0
2025-03-10,9,us-east-1,24.08,24.08,0.6,1000.0,1.54,90.0,0
2025-03-10,9,us-west-2,22.34,22.34,0.4,989.1,0.45,91.6,0
2025-03-10,10,ap-southeast-1,55.43,55.43,0.03,1000.0,2.47,85.0,1
2025-03-10,10,eu-central-1,23.37,23.37,0.02,770.5,1.87,93.6,0
2025-03-10,10,eu-west-1,31.05,31.05,0.04,1000.0,2.48,91.5,0
2025-03-10,10,us-east-1,20.9,20.9,0.4,1000.0,1.98,92.1,0
2025-03-10,10,us-west-2,19.24,19.24,0.59,1000.0,1.05,91.3,0
2025-03-10,11,ap-southeast-1,57.15,57.15,0.02,1000.0,1.18,84.6,1
2025-03-10,11,eu-central-1,40.01,40.01,0.0,1000.0,0.66,89.3,0
2025-03-10,11,eu-west-1,32.37,32.37,0.34,1000.0,3.0,89.3,0
2025-03-10,11,us-east-1,17.35,17.35,0.38,1000.0,1.42,93.1,0
2025-03-10,11,us-west-2,22.84,22.84,0.01,1000.0,2.06,93.8,0
2025-03-10,12,ap-southeast-1,48.14,48.14,0.15,798.5,0.38,86.2,0
2025-03-10,12,eu-central-1,30.54,30.54,0.4,1000.0,4.13,89.5,0
2025-03-10,12,eu-west-1,34.0,34.0,0.59,1000.0,3.1,87.4,0
2025-03-10,12,us-east-1,18.48,18.48,0.32,1000.0,0.11,93.2,0
2025-03-10,12,us-west-2,31.28,31.28,0.09,1000.0,2.25,91.1,0
2025-03-10,13,ap-southeast-1,48.82,48.82,0.42,1000.0,3.09,84.5,0
2025-03-10,13,eu-central-1,28.47,28.47,0.11,1000.0,1.22,91.8,0
2025-03-10,13,eu-west-1,33.31,33.31,0.28,1000.0,0.13,89.4,0
2025-03-10,13,us-east-1,22.81,22.81,0.46,1000.0,0.45,91.2,0
2025-03-10,13,us-west-2,28.81,28.81,0.16,986.8,1.66,91.4,0
2025-03-10,14,ap-southeast-1,49.44,49.44,0.27,1000.0,4.82,85.2,0
2025-03-10,14,eu-central-1,35.77,35.77,0.13,746.3,4.48,89.7,0
2025-03-10,14,eu-west-1,32.51,32.51,0.34,947.7,4.91,89.3,0
2025-03-10,14,us-east-1,18.43,18.43,0.06,926.9,1.47,94.7,0
2025-03-10,14,us-west-2,34.11,34.11,0.07,1000.0,3.36,90.5,0
2025-03-10,15,ap-southeast-1,38.92,38.92,0.18,1000.0,2.89,88.5,0
2025-03-10,15,eu-central-1,39.37,39.37,0.26,1000.0,1.2,87.9,0
2025-03-10,15,eu-west-1,27.39,27.39,0.2,779.6,1.53,91.5,0
2025-03-10,15,us-east-1,21.37,21.37,3.32,1000.0,0.59,74.4,0
2025-03-10,15,us-west-2,19.82,19.82,0.02,1000.0,3.34,94.6,0
2025-03-10,16,ap-southeast-1,51.1,51.1,0.28,745.3,0.1,84.7,1
2025-03-10,16,eu-central-1,37.6,37.6,0.04,725.7,4.35,89.8,0
2025-03-10,16,eu-west-1,26.28,26.28,0.25,875.4,0.76,91.5,0
2025-03-10,16,us-east-1,20.84,20.84,0.68,993.2,0.13,90.4,0
2025-03-10,16,us-west-2,29.25,29.25,0.08,991.8,1.39,91.7,0
2025-03-10,17,ap-southeast-1,48.77,48.77,0.15,1000.0,0.61,86.1,0
2025-03-10,17,eu-central-1,34.62,34.62,0.34,1000.0,1.01,88.7,0
2025-03-10,17,eu-west-1,30.18,30.18,0.01,890.7,0.69,91.9,0
2025-03-10,17,us-east-1,18.68,18.68,0.01,813.8,4.64,95.0,0
2025-03-10,17,us-west-2,28.16,28.16,0.25,1000.0,0.33,91.0,0
2025-03-10,18,ap-southeast-1,56.25,56.25,0.91,924.6,0.18,79.6,1
2025-03-10,18,eu-central-1,37.45,37.45,0.13,1000.0,1.45,89.2,0
2025-03-10,18,eu-west-1,32.77,32.77,0.34,1000.0,1.65,89.2,0
2025-03-10,18,us-east-1,27.36,27.36,0.58,1000.0,9.93,89.2,0
2025-03-10,18,us-west-2,24.22,24.22,0.39,1000.0,1.89,91.2,0
2025-03-10,19,ap-southeast-1,45.62,45.62,0.02,1000.0,2.11,87.7,0
2025-03-10,19,eu-central-1,20.79,20.79,0.3,816.6,2.39,92.7,0
2025-03-10,19,eu-west-1,24.16,24.16,0.02,863.9,5.45,93.4,0
2025-03-10,19,us-east-1,19.71,19.71,0.04,835.4,3.94,94.5,0
2025-03-10,19,us-west-2,24.56,24.56,0.45,791.4,1.2,90.8,0
2025-03-10,20,ap-southeast-1,54.02,54.02,0.34,1000.0,3.53,83.6,1
2025-03-10,20,eu-central-1,25.81,25.81,0.54,917.5,0.18,89.9,0
2025-03-10,20,eu-west-1,28.99,28.99,0.17,896.8,1.19,91.2,0
2025-03-10,20,us-east-1,12.53,12.53,0.12,1000.0,4.81,95.9,0
2025-03-10,20,us-west-2,22.46,22.46,0.01,980.5,0.37,93.9,0
2025-03-10,21,ap-southeast-1,45.47,45.47,0.67,691.0,0.29,83.9,0
2025-03-10,21,eu-central-1,119.8,119.8,0.06,732.6,7.4,67.7,1
2025-03-10,21,eu-west-1,30.45,30.45,0.1,583.5,3.46,91.3,0
2025-03-10,21,us-east-1,18.5,18.5,0.41,925.7,0.69,92.6,0
2025-03-10,21,us-west-2,23.52,23.52,0.17,628.0,10.02,92.7,0
2025-03-10,22,ap-southeast-1,41.21,41.21,0.49,948.0,4.56,86.1,0
2025-03-10,22,eu-central-1,33.14,33.14,0.8,858.7,2.13,86.4,0
2025-03-10,22,eu-west-1,21.56,21.56,0.24,706.2,0.25,92.8,0
2025-03-10,22,us-east-1,16.21,16.21,0.05,727.1,8.09,95.4,0
2025-03-10,22,us-west-2,24.25,24.25,0.04,915.1,1.15,93.3,0
2025-03-10,23,ap-southeast-1,45.39,45.39,0.06,727.9,2.03,87.5,0
2025-03-10,23,eu-central-1,26.39,26.39,0.23,945.4,1.77,91.6,0
2025-03-10,23,eu-west-1,21.86,21.86,0.04,956.4,1.62,93.9,0
2025-03-10,23,us-east-1,20.3,20.3,0.51,1000.0,0.55,91.5,0
2025-03-10,23,us-west-2,25.23,25.23,0.17,783.9,2.46,92.3,0
2025-03-11,0,ap-southeast-1,49.89,49.89,0.1,773.3,2.93,86.1,0
2025-03-11,0,eu-central-1,31.55,31.55,0.77,478.7,4.57,87.0,0
2025-03-11,0,eu-west-1,24.47,24.47,0.35,884.4,11.97,91.4,0
2025-03-11,0,us-east-1,15.86,15.86,0.54,996.5,7.56,92.6,0
2025-03-11,0,us-west-2,22.29,22.29,0.17,948.0,1.68,93.0,0
2025-03-11,1,ap-southeast-1,33.03,33.03,0.38,776.0,8.89,88.9,0
2025-03-11,1,eu-central-1,30.25,30.25,0.07,796.3,5.02,91.5,0
2025-03-11,1,eu-west-1,26.15,26.15,0.48,832.3,3.68,90.2,0
2025-03-11,1,us-east-1,17.69,17.69,0.21,919.9,13.16,94.0,0
2025-03-11,1,us-west-2,27.87,27.87,0.21,976.8,0.39,91.3,0
2025-03-11,2,ap-southeast-1,40.17,40.17,0.03,903.8,0.22,89.1,0
2025-03-11,2,eu-central-1,24.38,24.38,0.28,847.3,1.85,91.8,0
2025-03-11,2,eu-west-1,23.03,23.03,0.05,917.8,0.59,93.5,0
2025-03-11,2,us-east-1,19.36,19.36,0.0,822.8,3.11,94.8,0
2025-03-11,2,us-west-2,21.29,21.29,0.67,576.8,0.14,90.3,0
2025-03-11,3,ap-southeast-1,40.31,40.31,0.5,889.0,5.79,86.2,0
2025-03-11,3,eu-central-1,25.53,25.53,0.82,826.4,6.55,88.3,0
2025-03-11,3,eu-west-1,30.07,30.07,0.03,1000.0,1.74,91.8,0
2025-03-11,3,us-east-1,20.34,20.34,0.1,734.9,9.93,94.0,0
2025-03-11,3,us-west-2,28.22,28.22,0.49,824.6,2.46,89.5,0
2025-03-11,4,ap-southeast-1,47.77,47.77,0.38,705.8,0.34,85.0,0
2025-03-11,4,eu-central-1,33.43,33.43,0.45,1000.0,0.17,88.4,0
2025-03-11,4,eu-west-1,26.59,26.59,0.05,823.5,0.67,92.6,0
2025-03-11,4,us-east-1,14.76,14.76,0.29,805.3,2.11,94.3,0
2025-03-11,4,us-west-2,18.28,18.28,0.3,857.0,0.71,93.3,0
2025-03-11,5,ap-southeast-1,48.56,48.56,0.39,902.8,1.25,84.7,0
2025-03-11,5,eu-central-1,119.23,119.23,0.28,715.1,0.3,66.5,1
2025-03-11,5,eu-west-1,25.15,25.15,0.63,858.3,1.32,89.5,0
2025-03-11,5,us-east-1,17.1,17.1,1.19,980.6,0.75,88.3,0
2025-03-11,5,us-west-2,18.75,18.75,0.65,567.1,0.7,91.1,0
2025-03-11,6,ap-southeast-1,45.68,45.68,0.03,825.5,4.77,87.6,0
2025-03-11,6,eu-central-1,28.52,28.52,0.2,775.5,2.27,91.2,0
2025-03-11,6,eu-west-1,19.62,19.62,0.22,873.1,3.79,93.4,0
2025-03-11,6,us-east-1,16.72,16.72,0.3,1000.0,1.44,93.7,0
2025-03-11,6,us-west-2,18.94,18.94,0.34,877.3,7.87,92.9,0
2025-03-11,7,ap-southeast-1,29.38,29.38,0.38,631.5,5.92,89.9,0
2025-03-11,7,eu-central-1,24.71,24.71,0.73,620.1,1.09,89.0,0
2025-03-11,7,eu-west-1,20.07,20.07,0.19,1000.0,3.69,93.5,0
