timestamp,region,latency_ms,packet_loss_pct,bandwidth_mbps,jitter_ms
2025-03-07 17:00:00,eu-west-1,24.66,0.175,1000.0,0.11
2025-03-07 18:00:00,eu-west-1,25.15,0.402,1000.0,0.68
2025-03-07 19:00:00,eu-west-1,27.87,0.074,961.4,5.51
2025-03-07 20:00:00,eu-west-1,19.21,0.137,790.4,0.1
2025-03-07 21:00:00,eu-west-1,22.63,0.149,711.6,0.56
2025-03-07 22:00:00,eu-west-1,27.24,1.125,882.1,7.99
2025-03-07 23:00:00,eu-west-1,22.62,0.928,751.2,2.38
2025-03-08 00:00:00,eu-west-1,24.12,0.483,787.8,0.76
2025-03-08 01:00:00,eu-west-1,27.79,0.083,1000.0,0.17
2025-03-08 02:00:00,eu-west-1,26.58,0.021,949.3,0.1
2025-03-08 03:00:00,eu-west-1,26.0,0.114,869.0,0.7
2025-03-08 04:00:00,eu-west-1,23.73,0.093,697.4,5.33
2025-03-08 05:00:00,eu-west-1,26.39,0.212,875.4,1.34
2025-03-08 06:00:00,eu-west-1,24.54,0.451,977.5,3.19
2025-03-08 07:00:00,eu-west-1,26.72,0.586,804.9,6.26
2025-03-08 08:00:00,eu-west-1,26.61,0.615,1000.0,1.31
2025-03-08 09:00:00,eu-west-1,27.96,0.147,1000.0,0.53
2025-03-08 10:00:00,eu-west-1,24.48,0.384,1000.0,1.82
2025-03-08 11:00:00,eu-west-1,28.6,0.124,1000.0,5.97
2025-03-08 12:00:00,eu-west-1,25.25,0.021,1000.0,4.08
2025-03-08 13:00:00,eu-west-1,23.95,0.399,1000.0,0.17
2025-03-08 14:00:00,eu-west-1,29.87,0.003,1000.0,2.95
2025-03-08 15:00:00,eu-west-1,29.67,0.174,1000.0,2.12
2025-03-08 16:00:00,eu-west-1,32.13,0.132,1000.0,5.95
2025-03-08 17:00:00,eu-west-1,26.89,0.39,1000.0,0.33
2025-03-08 18:00:00,eu-west-1,30.51,0.48,903.7,1.91
2025-03-08 19:00:00,eu-west-1,27.07,0.109,832.8,5.29
2025-03-08 20:00:00,eu-west-1,26.67,0.501,981.6,1.32
2025-03-08 21:00:00,eu-west-1,21.9,0.104,587.0,1.64
2025-03-08 22:00:00,eu-west-1,25.56,0.177,1000.0,0.18
2025-03-08 23:00:00,eu-west-1,26.37,0.39,984.7,0.81
2025-03-09 00:00:00,eu-west-1,25.03,0.354,794.8,0.98
2025-03-09 01:00:00,eu-west-1,17.18,1.311,915.2,7.26
2025-03-09 02:00:00,eu-west-1,25.6,0.077,850.4,0.83
2025-03-09 03:00:00,eu-west-1,33.3,0.326,997.6,1.54
2025-03-09 04:00:00,eu-west-1,23.65,0.282,967.9,2.78
2025-03-09 05:00:00,eu-west-1,22.27,0.74,682.0,0.44
2025-03-09 06:00:00,eu-west-1,26.4,0.051,920.5,1.67
2025-03-09 07:00:00,eu-west-1,26.17,0.418,825.3,3.35
2025-03-09 08:00:00,eu-west-1,33.89,0.277,1000.0,5.04
2025-03-09 09:00:00,eu-west-1,23.33,0.106,991.4,2.46
2025-03-09 10:00:00,eu-west-1,31.9,0.212,1000.0,2.76
2025-03-09 11:00:00,eu-west-1,31.3,0.134,1000.0,0.34
2025-03-09 12:00:00,eu-west-1,28.14,0.286,989.6,7.29
2025-03-09 13:00:00,eu-west-1,30.21,0.725,896.8,0.36
2025-03-09 14:00:00,eu-west-1,33.19,0.278,1000.0,3.73
2025-03-09 15:00:00,eu-west-1,32.51,0.33,1000.0,0.77
2025-03-09 16:00:00,eu-west-1,23.82,0.241,1000.0,6.78
2025-03-09 17:00:00,eu-west-1,32.29,0.057,1000.0,3.18
2025-03-09 18:00:00,eu-west-1,28.47,0.087,1000.0,3.5
2025-03-09 19:00:00,eu-west-1,25.27,0.203,966.3,0.62
2025-03-09 20:00:00,eu-west-1,25.27,0.111,889.2,1.46
2025-03-09 21:00:00,eu-west-1,24.44,0.06,683.3,2.4
2025-03-09 22:00:00,eu-west-1,29.47,0.21,826.5,3.67
2025-03-09 23:00:00,eu-west-1,24.69,0.117,977.2,0.27
2025-03-10 00:00:00,eu-west-1,20.8,0.09,843.8,8.2
2025-03-10 01:00:00,eu-west-1,23.52,0.187,910.4,5.52
2025-03-10 02:00:00,eu-west-1,25.67,0.043,811.8,0.79
2025-03-10 03:00:00,eu-west-1,29.61,0.788,726.4,4.33
2025-03-10 04:00:00,eu-west-1,27.26,0.607,835.2,1.83
2025-03-10 05:00:00,eu-west-1,21.81,0.369,887.1,1.55
2025-03-10 06:00:00,eu-west-1,34.32,0.034,771.3,0.94
2025-03-10 07:00:00,eu-west-1,25.99,0.449,821.7,2.17
2025-03-10 08:00:00,eu-west-1,34.25,0.545,958.4,3.27
2025-03-10 09:00:00,eu-west-1,28.1,0.482,1000.0,1.32
2025-03-10 10:00:00,eu-west-1,31.05,0.04,1000.0,2.48
2025-03-10 11:00:00,eu-west-1,32.37,0.341,1000.0,3.0
2025-03-10 12:00:00,eu-west-1,34.0,0.593,1000.0,3.1
2025-03-10 13:00:00,eu-west-1,33.31,0.284,1000.0,0.13
2025-03-10 14:00:00,eu-west-1,32.51,0.343,947.7,4.91
2025-03-10 15:00:00,eu-west-1,27.39,0.202,779.6,1.53
2025-03-10 16:00:00,eu-west-1,26.28,0.248,875.4,0.76
2025-03-10 17:00:00,eu-west-1,30.18,0.012,890.7,0.69
2025-03-10 18:00:00,eu-west-1,32.77,0.336,1000.0,1.65
2025-03-10 19:00:00,eu-west-1,24.16,0.025,863.9,5.45
2025-03-10 20:00:00,eu-west-1,28.99,0.171,896.8,1.19
2025-03-10 21:00:00,eu-west-1,30.45,0.104,583.5,3.46
2025-03-10 22:00:00,eu-west-1,21.56,0.237,706.2,0.25
2025-03-10 23:00:00,eu-west-1,21.86,0.043,956.4,1.62
2025-03-11 00:00:00,eu-west-1,24.47,0.353,884.4,11.97
2025-03-11 01:00:00,eu-west-1,26.15,0.475,832.3,3.68
2025-03-11 02:00:00,eu-west-1,23.03,0.054,917.8,0.59
2025-03-11 03:00:00,eu-west-1,30.07,0.033,1000.0,1.74
2025-03-11 04:00:00,eu-west-1,26.59,0.047,823.5,0.67
2025-03-11 05:00:00,eu-west-1,25.15,0.629,858.3,1.32
2025-03-11 06:00:00,eu-west-1,19.62,0.225,873.1,3.79
2025-03-11 07:00:00,eu-west-1,20.07,0.189,1000.0,3.69
2025-03-11 08:00:00,eu-west-1,29.96,0.037,777.5,0.65
2025-03-11 09:00:00,eu-west-1,19.55,0.346,1000.0,6.38
2025-03-11 10:00:00,eu-west-1,33.12,0.668,1000.0,2.24
2025-03-11 11:00:00,eu-west-1,28.07,0.581,1000.0,1.19
2025-03-11 12:00:00,eu-west-1,42.74,0.325,1000.0,1.74
2025-03-11 13:00:00,eu-west-1,38.7,0.026,1000.0,2.32
2025-03-11 14:00:00,eu-west-1,27.97,0.039,1000.0,2.05
2025-03-11 15:00:00,eu-west-1,28.29,0.017,1000.0,1.67
2025-03-11 16:00:00,eu-west-1,33.04,0.098,1000.0,1.76
2025-03-11 17:00:00,eu-west-1,36.09,0.048,972.7,0.49
2025-03-11 18:00:00,eu-west-1,21.69,0.099,1000.0,4.19
2025-03-11 19:00:00,eu-west-1,18.3,0.146,795.6,1.95
2025-03-11 20:00:00,eu-west-1,22.67,0.859,634.5,0.35
2025-03-11 21:00:00,eu-west-1,27.19,0.283,810.4,3.63
2025-03-11 22:00:00,eu-west-1,26.86,0.54,937.9,6.74
2025-03-11 23:00:00,eu-west-1,29.01,0.372,697.1,7.36
2025-03-12 00:00:00,eu-west-1,20.5,0.036,975.8,1.15
2025-03-12 01:00:00,eu-west-1,16.31,0.399,908.5,0.36
2025-03-12 02:00:00,eu-west-1,28.22,0.097,761.9,1.83
2025-03-12 03:00:00,eu-west-1,21.89,0.306,833.0,0.3
2025-03-12 04:00:00,eu-west-1,17.43,0.125,1000.0,6.79
2025-03-12 05:00:00,eu-west-1,25.54,1.819,938.0,0.51
2025-03-12 06:00:00,eu-west-1,27.97,0.092,851.1,0.73
2025-03-12 07:00:00,eu-west-1,24.54,0.098,821.5,1.3
2025-03-12 08:00:00,eu-west-1,26.78,0.881,1000.0,1.21
2025-03-12 09:00:00,eu-west-1,28.06,0.008,1000.0,3.96
2025-03-12 10:00:00,eu-west-1,27.15,0.394,776.7,1.52
2025-03-12 11:00:00,eu-west-1,133.28,0.426,1000.0,0.47
2025-03-12 12:00:00,eu-west-1,149.09,0.597,1000.0,0.78
2025-03-12 13:00:00,eu-west-1,31.0,1.21,1000.0,1.78
2025-03-12 14:00:00,eu-west-1,30.14,1.225,1000.0,0.4
2025-03-12 15:00:00,eu-west-1,29.47,0.022,990.3,2.36
2025-03-12 16:00:00,eu-west-1,24.46,0.569,1000.0,2.09
2025-03-12 17:00:00,eu-west-1,27.97,0.343,855.5,3.14
2025-03-12 18:00:00,eu-west-1,19.36,0.344,1000.0,6.94
2025-03-12 19:00:00,eu-west-1,25.67,0.041,701.9,6.08
2025-03-12 20:00:00,eu-west-1,30.36,0.315,726.2,7.3
2025-03-12 21:00:00,eu-west-1,19.47,1.213,797.2,0.7
2025-03-12 22:00:00,eu-west-1,22.8,0.729,1000.0,0.35
2025-03-12 23:00:00,eu-west-1,26.23,0.173,851.7,0.9
2025-03-13 00:00:00,eu-west-1,29.7,0.012,701.7,5.64
2025-03-13 01:00:00,eu-west-1,23.32,0.135,1000.0,8.94
2025-03-13 02:00:00,eu-west-1,22.4,0.525,937.7,4.9
2025-03-13 03:00:00,eu-west-1,17.62,0.363,914.6,0.29
2025-03-13 04:00:00,eu-west-1,25.39,0.184,935.9,7.36
2025-03-13 05:00:00,eu-west-1,32.66,0.017,1000.0,1.38
2025-03-13 06:00:00,eu-west-1,26.04,0.599,1000.0,0.1
2025-03-13 07:00:00,eu-west-1,24.92,0.19,767.6,1.46
2025-03-13 08:00:00,eu-west-1,30.14,0.871,1000.0,0.12
2025-03-13 09:00:00,eu-west-1,28.7,0.338,1000.0,1.96
2025-03-13 10:00:00,eu-west-1,80.72,0.123,1000.0,1.03
2025-03-13 11:00:00,eu-west-1,32.3,0.246,841.0,1.6
2025-03-13 12:00:00,eu-west-1,29.72,0.023,1000.0,2.37
2025-03-13 13:00:00,eu-west-1,28.83,1.187,978.2,5.08
2025-03-13 14:00:00,eu-west-1,24.54,0.147,1000.0,2.71
2025-03-13 15:00:00,eu-west-1,34.37,0.214,1000.0,1.42
2025-03-13 16:00:00,eu-west-1,31.62,0.145,781.4,4.28
2025-03-13 17:00:00,eu-west-1,26.37,0.379,1000.0,5.9
2025-03-13 18:00:00,eu-west-1,33.07,0.358,1000.0,0.32
2025-03-13 19:00:00,eu-west-1,23.13,0.377,827.6,1.9
2025-03-13 20:00:00,eu-west-1,91.21,0.094,937.5,0.84
2025-03-13 21:00:00,eu-west-1,22.15,0.114,892.1,0.12
2025-03-13 22:00:00,eu-west-1,18.36,0.04,891.0,2.76
2025-03-13 23:00:00,eu-west-1,26.77,0.32,817.4,4.97
2025-03-14 00:00:00,eu-west-1,18.13,0.012,704.0,0.44
2025-03-14 01:00:00,eu-west-1,20.39,0.273,715.4,4.18
2025-03-14 02:00:00,eu-west-1,17.22,0.611,935.1,4.8
2025-03-14 03:00:00,eu-west-1,24.68,0.664,852.3,6.14
2025-03-14 04:00:00,eu-west-1,24.44,0.179,833.4,0.77
2025-03-14 05:00:00,eu-west-1,23.77,0.184,799.1,5.86
2025-03-14 06:00:00,eu-west-1,21.09,0.024,813.4,0.97
2025-03-14 07:00:00,eu-west-1,20.6,0.333,975.6,2.01
2025-03-14 08:00:00,eu-west-1,30.75,0.568,1000.0,0.13
2025-03-14 09:00:00,eu-west-1,26.38,0.093,895.8,0.11
2025-03-14 10:00:00,eu-west-1,124.42,0.181,1000.0,3.19
2025-03-14 11:00:00,eu-west-1,24.93,0.602,1000.0,1.47
2025-03-14 12:00:00,eu-west-1,29.53,0.692,1000.0,0.74
2025-03-14 13:00:00,eu-west-1,132.97,0.092,1000.0,0.53
2025-03-14 14:00:00,eu-west-1,31.28,0.264,1000.0,2.77
2025-03-14 15:00:00,eu-west-1,26.97,0.071,1000.0,0.1
2025-03-14 16:00:00,eu-west-1,29.86,0.035,921.1,4.1
2025-03-14 17:00:00,eu-west-1,27.71,0.799,1000.0,0.21
2025-03-14 18:00:00,eu-west-1,28.78,0.567,1000.0,0.53
2025-03-14 19:00:00,eu-west-1,23.78,0.428,663.4,1.22
2025-03-14 20:00:00,eu-west-1,24.38,0.015,874.1,1.66
2025-03-14 21:00:00,eu-west-1,25.8,0.557,862.1,1.1
2025-03-14 22:00:00,eu-west-1,21.27,0.173,855.0,0.97
2025-03-14 23:00:00,eu-west-1,21.19,0.126,974.5,8.3
2025-03-15 00:00:00,eu-west-1,19.79,0.237,890.1,2.57
2025-03-15 01:00:00,eu-west-1,19.0,0.029,1000.0,0.1
2025-03-15 02:00:00,eu-west-1,20.44,0.424,730.8,1.41
2025-03-15 03:00:00,eu-west-1,25.6,0.262,866.3,5.2
2025-03-15 04:00:00,eu-west-1,21.65,0.062,860.1,0.9
2025-03-15 05:00:00,eu-west-1,26.93,0.063,721.7,0.25
2025-03-15 06:00:00,eu-west-1,25.13,0.061,964.8,3.55
2025-03-15 07:00:00,eu-west-1,17.62,0.018,1000.0,2.33
2025-03-15 08:00:00,eu-west-1,31.57,0.292,1000.0,2.11
2025-03-15 09:00:00,eu-west-1,32.25,0.605,1000.0,0.14
2025-03-15 10:00:00,eu-west-1,24.46,0.006,1000.0,0.38
2025-03-15 11:00:00,eu-west-1,30.56,0.017,993.7,2.44
2025-03-15 12:00:00,eu-west-1,25.06,0.281,821.0,0.58
2025-03-15 13:00:00,eu-west-1,29.17,0.565,994.9,1.75
2025-03-15 14:00:00,eu-west-1,23.3,0.131,887.9,1.97
2025-03-15 15:00:00,eu-west-1,21.02,0.142,1000.0,0.83
2025-03-15 16:00:00,eu-west-1,27.1,0.299,1000.0,7.41
2025-03-15 17:00:00,eu-west-1,28.22,0.106,1000.0,4.62
2025-03-15 18:00:00,eu-west-1,27.04,0.009,1000.0,3.2
2025-03-15 19:00:00,eu-west-1,20.56,0.399,715.4,0.2
2025-03-15 20:00:00,eu-west-1,23.5,0.295,758.0,0.28
2025-03-15 21:00:00,eu-west-1,26.01,0.261,858.2,1.7
2025-03-15 22:00:00,eu-west-1,24.83,0.406,973.5,0.44
2025-03-15 23:00:00,eu-west-1,25.68,0.337,910.2,9.57
2025-03-16 00:00:00,eu-west-1,22.49,0.069,879.8,0.43
2025-03-16 01:00:00,eu-west-1,29.39,0.45,859.4,1.67
2025-03-16 02:00:00,eu-west-1,20.59,0.04,898.0,1.13
2025-03-16 03:00:00,eu-west-1,26.83,0.042,874.2,2.55
2025-03-16 04:00:00,eu-west-1,29.43,0.338,726.4,0.35
2025-03-16 05:00:00,eu-west-1,26.8,0.587,855.5,1.41
2025-03-16 06:00:00,eu-west-1,24.24,0.987,721.2,0.8
2025-03-16 07:00:00,eu-west-1,23.02,0.297,859.7,5.47
2025-03-16 08:00:00,eu-west-1,33.22,0.067,1000.0,0.1
2025-03-16 09:00:00,eu-west-1,22.61,0.136,1000.0,6.13
2025-03-16 10:00:00,eu-west-1,24.57,0.553,1000.0,4.47
2025-03-16 11:00:00,eu-west-1,27.04,0.285,885.9,0.88
2025-03-16 12:00:00,eu-west-1,34.09,0.318,1000.0,3.89
2025-03-16 13:00:00,eu-west-1,30.39,2.948,1000.0,0.1
2025-03-16 14:00:00,eu-west-1,24.58,0.401,1000.0,8.52
2025-03-16 15:00:00,eu-west-1,27.41,0.594,1000.0,1.87
2025-03-16 16:00:00,eu-west-1,26.1,0.019,858.1,0.9
2025-03-16 17:00:00,eu-west-1,25.69,0.454,1000.0,1.13
2025-03-16 18:00:00,eu-west-1,32.97,0.628,889.6,0.17
2025-03-16 19:00:00,eu-west-1,19.86,0.101,797.7,11.36
2025-03-16 20:00:00,eu-west-1,31.03,0.307,819.1,0.1
2025-03-16 21:00:00,eu-west-1,28.11,0.113,841.6,2.66
2025-03-16 22:00:00,eu-west-1,29.09,0.951,932.7,1.46
2025-03-16 23:00:00,eu-west-1,23.26,0.01,768.0,7.44
2025-03-17 00:00:00,eu-west-1,24.44,0.26,817.2,0.71
2025-03-17 01:00:00,eu-west-1,19.63,0.055,848.3,1.9
2025-03-17 02:00:00,eu-west-1,23.03,0.374,868.0,1.65
2025-03-17 03:00:00,eu-west-1,26.85,0.058,861.7,3.03
2025-03-17 04:00:00,eu-west-1,29.86,0.389,902.3,0.18
2025-03-17 05:00:00,eu-west-1,20.85,0.205,951.3,0.54
2025-03-17 06:00:00,eu-west-1,23.63,0.739,897.1,0.6
2025-03-17 07:00:00,eu-west-1,24.43,0.071,904.4,3.35
2025-03-17 08:00:00,eu-west-1,22.73,0.051,858.2,0.52
2025-03-17 09:00:00,eu-west-1,31.3,0.47,1000.0,2.13
2025-03-17 10:00:00,eu-west-1,25.63,0.229,1000.0,0.61
2025-03-17 11:00:00,eu-west-1,27.91,0.801,1000.0,4.94
2025-03-17 12:00:00,eu-west-1,26.8,0.052,997.0,7.13
2025-03-17 13:00:00,eu-west-1,25.35,0.343,1000.0,1.83
2025-03-17 14:00:00,eu-west-1,161.41,0.087,1000.0,1.09
2025-03-17 15:00:00,eu-west-1,27.82,0.056,1000.0,0.67
2025-03-17 16:00:00,eu-west-1,27.15,0.38,1000.0,0.13
2025-03-17 17:00:00,eu-west-1,25.61,0.297,1000.0,0.78
2025-03-17 18:00:00,eu-west-1,30.13,0.464,1000.0,2.65
2025-03-17 19:00:00,eu-west-1,31.2,0.111,864.8,1.91
2025-03-17 20:00:00,eu-west-1,25.52,0.178,835.1,7.21
2025-03-17 21:00:00,eu-west-1,28.74,0.156,824.6,1.26
2025-03-17 22:00:00,eu-west-1,19.79,1.242,939.6,2.96
2025-03-17 23:00:00,eu-west-1,25.59,0.104,889.1,1.68
2025-03-18 00:00:00,eu-west-1,20.88,0.105,1000.0,1.8
2025-03-18 01:00:00,eu-west-1,19.46,0.131,747.7,0.78
2025-03-18 02:00:00,eu-west-1,22.23,0.249,912.2,1.52
2025-03-18 03:00:00,eu-west-1,29.47,0.087,786.5,1.59
2025-03-18 04:00:00,eu-west-1,28.56,0.741,745.7,3.07
2025-03-18 05:00:00,eu-west-1,25.91,0.093,848.7,7.06
2025-03-18 06:00:00,eu-west-1,19.25,0.678,866.5,1.0
2025-03-18 07:00:00,eu-west-1,24.26,0.033,1000.0,0.11
2025-03-18 08:00:00,eu-west-1,30.05,0.353,1000.0,1.71
2025-03-18 09:00:00,eu-west-1,29.51,0.784,928.7,1.97
2025-03-18 10:00:00,eu-west-1,20.8,0.061,1000.0,0.46
2025-03-18 11:00:00,eu-west-1,24.91,1.139,781.4,3.57
2025-03-18 12:00:00,eu-west-1,28.47,0.199,1000.0,10.49
2025-03-18 13:00:00,eu-west-1,31.06,0.961,1000.0,7.29
2025-03-18 14:00:00,eu-west-1,19.28,0.373,1000.0,0.55
2025-03-18 15:00:00,eu-west-1,28.05,0.118,1000.0,5.21
2025-03-18 16:00:00,eu-west-1,29.37,0.069,1000.0,3.05
2025-03-18 17:00:00,eu-west-1,32.41,0.119,1000.0,1.51
2025-03-18 18:00:00,eu-west-1,31.74,0.032,985.5,1.94
2025-03-18 19:00:00,eu-west-1,27.18,0.047,714.6,4.74
2025-03-18 20:00:00,eu-west-1,22.0,0.033,887.2,1.64
2025-03-18 21:00:00,eu-west-1,17.84,0.165,697.2,1.17
2025-03-18 22:00:00,eu-west-1,23.53,0.476,800.2,1.7
2025-03-18 23:00:00,eu-west-1,28.76,0.046,730.6,2.16
2025-03-19 00:00:00,eu-west-1,30.23,0.042,916.0,0.52
2025-03-19 01:00:00,eu-west-1,27.66,0.309,1000.0,5.78
2025-03-19 02:00:00,eu-west-1,26.61,0.066,693.8,2.8
2025-03-19 03:00:00,eu-west-1,26.42,0.031,627.6,2.51
2025-03-19 04:00:00,eu-west-1,22.91,0.055,835.0,0.26
2025-03-19 05:00:00,eu-west-1,24.51,0.772,851.9,2.32
2025-03-19 06:00:00,eu-west-1,31.26,0.517,876.2,0.32
2025-03-19 07:00:00,eu-west-1,21.47,0.131,796.4,0.2
2025-03-19 08:00:00,eu-west-1,35.71,0.352,1000.0,1.87
2025-03-19 09:00:00,eu-west-1,27.36,0.254,1000.0,1.29
2025-03-19 10:00:00,eu-west-1,34.47,0.373,1000.0,2.22
2025-03-19 11:00:00,eu-west-1,22.68,1.334,800.0,0.23
2025-03-19 12:00:00,eu-west-1,31.28,0.327,1000.0,1.41
2025-03-19 13:00:00,eu-west-1,25.57,0.102,1000.0,0.48
2025-03-19 14:00:00,eu-west-1,84.31,0.013,961.8,10.88
2025-03-19 15:00:00,eu-west-1,29.69,0.201,1000.0,2.06
2025-03-19 16:00:00,eu-west-1,33.1,0.731,1000.0,2.91
2025-03-19 17:00:00,eu-west-1,25.11,0.278,1000.0,0.98
2025-03-19 18:00:00,eu-west-1,22.29,0.589,1000.0,0.25
2025-03-19 19:00:00,eu-west-1,24.66,1.435,779.0,9.31
2025-03-19 20:00:00,eu-west-1,24.67,0.054,628.4,0.84
2025-03-19 21:00:00,eu-west-1,27.06,0.353,798.6,1.38
2025-03-19 22:00:00,eu-west-1,28.56,0.337,973.5,2.62
2025-03-19 23:00:00,eu-west-1,24.78,1.173,809.6,0.1
2025-03-20 00:00:00,eu-west-1,31.96,1.272,748.4,4.16
2025-03-20 01:00:00,eu-west-1,25.84,0.348,961.1,1.92
2025-03-20 02:00:00,eu-west-1,23.7,0.084,810.3,0.82
2025-03-20 03:00:00,eu-west-1,18.96,0.481,788.8,0.16
2025-03-20 04:00:00,eu-west-1,24.02,0.034,867.9,0.44
2025-03-20 05:00:00,eu-west-1,23.74,0.455,942.5,5.64
2025-03-20 06:00:00,eu-west-1,28.6,0.723,1000.0,2.9
2025-03-20 07:00:00,eu-west-1,26.73,0.145,949.3,0.72
2025-03-20 08:00:00,eu-west-1,23.66,0.329,1000.0,0.17
2025-03-20 09:00:00,eu-west-1,29.49,0.186,1000.0,2.93
2025-03-20 10:00:00,eu-west-1,31.65,0.19,945.0,2.12
2025-03-20 11:00:00,eu-west-1,161.17,0.123,1000.0,1.3
2025-03-20 12:00:00,eu-west-1,32.58,0.474,1000.0,1.13
2025-03-20 13:00:00,eu-west-1,32.03,0.908,936.8,0.61
2025-03-20 14:00:00,eu-west-1,29.01,0.933,1000.0,2.77
2025-03-20 15:00:00,eu-west-1,30.42,0.063,1000.0,8.82
2025-03-20 16:00:00,eu-west-1,34.14,0.686,1000.0,0.48
2025-03-20 17:00:00,eu-west-1,23.0,0.441,1000.0,2.27
2025-03-20 18:00:00,eu-west-1,27.24,0.096,1000.0,1.38
2025-03-20 19:00:00,eu-west-1,22.1,0.021,789.2,1.48
2025-03-20 20:00:00,eu-west-1,26.42,0.094,788.3,0.73
2025-03-20 21:00:00,eu-west-1,29.61,0.73,706.1,4.36
2025-03-20 22:00:00,eu-west-1,22.76,0.301,1000.0,1.66
2025-03-20 23:00:00,eu-west-1,16.04,0.383,851.6,1.96
2025-03-21 00:00:00,eu-west-1,23.45,0.089,823.0,0.91
2025-03-21 01:00:00,eu-west-1,28.43,0.381,738.5,0.5
2025-03-21 02:00:00,eu-west-1,27.02,0.009,1000.0,0.22
2025-03-21 03:00:00,eu-west-1,26.61,0.141,721.2,3.13
2025-03-21 04:00:00,eu-west-1,23.95,0.296,798.5,0.55
2025-03-21 05:00:00,eu-west-1,20.2,0.047,899.9,2.93
2025-03-21 06:00:00,eu-west-1,26.93,0.519,922.0,1.24
2025-03-21 07:00:00,eu-west-1,21.87,0.08,965.0,1.34
2025-03-21 08:00:00,eu-west-1,38.17,0.349,1000.0,1.58
2025-03-21 09:00:00,eu-west-1,31.21,0.171,1000.0,1.15
2025-03-21 10:00:00,eu-west-1,26.25,0.299,940.3,0.27
2025-03-21 11:00:00,eu-west-1,26.11,0.038,1000.0,0.93
2025-03-21 12:00:00,eu-west-1,28.35,0.006,1000.0,2.72
2025-03-21 13:00:00,eu-west-1,27.72,0.793,1000.0,2.74
2025-03-21 14:00:00,eu-west-1,33.57,0.104,886.9,0.84
2025-03-21 15:00:00,eu-west-1,29.55,0.565,1000.0,1.54
2025-03-21 16:00:00,eu-west-1,25.59,2.422,1000.0,0.54
2025-03-21 17:00:00,eu-west-1,36.9,0.078,1000.0,0.59
2025-03-21 18:00:00,eu-west-1,28.96,0.102,1000.0,0.1
2025-03-21 19:00:00,eu-west-1,27.88,0.326,748.9,5.68
2025-03-21 20:00:00,eu-west-1,22.72,1.01,940.1,0.59
2025-03-21 21:00:00,eu-west-1,26.36,0.742,928.5,0.65
2025-03-21 22:00:00,eu-west-1,26.17,0.21,966.6,0.82
2025-03-21 23:00:00,eu-west-1,17.91,0.476,848.4,0.34
2025-03-22 00:00:00,eu-west-1,32.56,0.044,778.0,2.55
2025-03-22 01:00:00,eu-west-1,29.84,1.137,662.9,0.2
2025-03-22 02:00:00,eu-west-1,23.51,1.0,948.3,0.36
2025-03-22 03:00:00,eu-west-1,20.87,0.054,900.9,2.59
2025-03-22 04:00:00,eu-west-1,26.3,0.107,734.1,1.04
2025-03-22 05:00:00,eu-west-1,25.33,0.032,785.4,3.08
2025-03-22 06:00:00,eu-west-1,26.33,0.095,794.0,2.04
2025-03-22 07:00:00,eu-west-1,25.72,2.022,672.0,0.74
2025-03-22 08:00:00,eu-west-1,30.93,0.157,977.4,2.63
2025-03-22 09:00:00,eu-west-1,34.99,0.031,928.1,0.31
2025-03-22 10:00:00,eu-west-1,31.2,0.138,1000.0,1.92
2025-03-22 11:00:00,eu-west-1,24.22,1.315,989.8,1.44
2025-03-22 12:00:00,eu-west-1,34.63,0.328,851.2,0.78
2025-03-22 13:00:00,eu-west-1,35.83,0.178,1000.0,2.32
2025-03-22 14:00:00,eu-west-1,42.34,0.06,1000.0,5.13
2025-03-22 15:00:00,eu-west-1,23.9,1.413,983.5,17.04
2025-03-22 16:00:00,eu-west-1,29.8,0.567,1000.0,2.34
2025-03-22 17:00:00,eu-west-1,19.77,0.109,1000.0,1.3
2025-03-22 18:00:00,eu-west-1,31.14,0.024,1000.0,0.64
2025-03-22 19:00:00,eu-west-1,22.94,0.017,751.8,0.74
2025-03-22 20:00:00,eu-west-1,160.81,0.038,981.1,1.63
2025-03-22 21:00:00,eu-west-1,22.1,0.261,784.3,1.14
2025-03-22 22:00:00,eu-west-1,18.67,0.793,689.7,6.13
2025-03-22 23:00:00,eu-west-1,23.23,0.206,936.9,1.15
2025-03-23 00:00:00,eu-west-1,17.59,0.555,1000.0,1.17
2025-03-23 01:00:00,eu-west-1,27.82,0.177,1000.0,1.21
2025-03-23 02:00:00,eu-west-1,17.26,0.37,706.0,4.53
2025-03-23 03:00:00,eu-west-1,25.11,0.395,933.9,2.63
2025-03-23 04:00:00,eu-west-1,17.21,0.057,800.8,2.38
2025-03-23 05:00:00,eu-west-1,23.8,0.134,944.0,1.02
2025-03-23 06:00:00,eu-west-1,31.16,0.304,673.5,4.26
2025-03-23 07:00:00,eu-west-1,26.35,0.022,698.5,0.1
2025-03-23 08:00:00,eu-west-1,25.03,0.148,984.0,5.12
2025-03-23 09:00:00,eu-west-1,28.62,0.253,1000.0,1.8
2025-03-23 10:00:00,eu-west-1,28.83,1.841,1000.0,1.27
2025-03-23 11:00:00,eu-west-1,30.79,0.212,1000.0,1.72
2025-03-23 12:00:00,eu-west-1,22.86,0.559,1000.0,2.75
2025-03-23 13:00:00,eu-west-1,31.31,0.187,1000.0,0.1
2025-03-23 14:00:00,eu-west-1,17.09,0.525,1000.0,5.13
2025-03-23 15:00:00,eu-west-1,26.03,0.299,1000.0,1.48
